"targa","data_immatricolazione","propietario","modello","allestimento"
"TM083WQ","2010-05-22 22:10:25","GYCJCG74P43E317Y","Ignis","Premium"
"OL592PB","2010-05-22 22:10:25","KBWCYS71M09B985N","Ignis","Premium"
"TS639BF","2010-05-22 22:10:25","NVNJPT84E20G913G","Ignis","Premium"
"YR435ZD","2010-05-22 22:10:25","PPJTKR52S49G297K","Ignis","Premium"
"EN454ID","2010-05-22 22:10:25","YRLSBX54D65Z345W","Ignis","Premium"
"TI743KG","2010-05-22 22:10:25","BMPZVG79R45L487W","Ignis","Premium"
"WX258HY","2010-05-22 22:10:25","QMTQMJ72S61M204I","Ignis","Premium"
"CH343OY","2010-05-22 22:10:25","NZVDZQ91M61M211F","Ignis","Premium"
"FX829VW","2010-05-22 22:10:25","TPLFHK94L23C596M","Ignis","Premium"
"NK957QT","2010-05-22 22:10:25","PFXYBC33H43F924E","Ignis","Premium"
"YD998DQ","2010-05-22 22:10:25","PDHHXR28T43A184X","Ignis","Premium"
"AA385AM","2010-05-22 22:10:25","PFXYBC33H43F924E","Ignis","Premium"
"MP612QQ","2010-05-22 22:10:25","PFXYBC33H43F924E","Ignis","Premium"
"TE040VI","2010-05-22 22:10:25","ZBRPQL35S52F939S","Ignis","Premium"
"SI518SZ","2010-05-22 22:10:25","FKWFNF92R22B522E","Ignis","Premium"
"OF181HP","2010-05-22 22:10:25","KBWCYS71M09B985N","Ignis","Premium"
"PI955YB","2010-05-22 22:10:25","HNZVVF28C65G028Y","Ignis","Premium"
"YN562XP","2010-05-22 22:10:25","PPJTKR52S49G297K","Ignis","Premium"
"BS902XU","2010-05-22 22:10:25","GYCJCG74P43E317Y","Ignis","Premium"
"EO856EW","2010-05-22 22:10:25","MRRFPM58E29C803O","Ignis","Premium"
"FW118EG","2010-05-22 22:10:25","RRNHCT55M24F944G","Ignis","Premium"
"PO666AN","2010-05-22 22:10:25","KBWCYS71M09B985N","Ignis","Premium"
"HY104UW","2010-05-22 22:10:25","DKHTMG49H24I896S","Ignis","Premium"
"WU615DB","2010-05-22 22:10:25","PDHHXR28T43A184X","Ignis","Premium"
"YK919AP","2010-05-22 22:10:25","BTQLHB34R61A975Q","Ignis","Premium"
"DO087TZ","2010-05-22 22:10:25","HNZVVF28C65G028Y","Ignis","Premium"
"NC867BK","2010-05-22 22:10:25","BTQLHB34R61A975Q","Ignis","Premium"
"NP311YH","2010-05-22 22:10:25","RZRKLC70H07L772S","Ignis","Premium"
"MW860RM","2010-05-22 22:10:25","LKDGXK54D05M153T","Ignis","Premium"
"PC732FZ","2010-05-22 22:10:25","LKDGXK54D05M153T","Ignis","Premium"
"UQ661XW","2010-05-22 22:10:25","MRRFPM58E29C803O","Ignis","Premium"
"GS471FS","2010-05-22 22:10:25","FGPKTM32L25F250Y","Ignis","Premium"
"JY094JH","2010-05-22 22:10:25","LKDGXK54D05M153T","Ignis","Premium"
"UY326UV","2010-05-22 22:10:25","BTQLHB34R61A975Q","Ignis","Premium"
"SY643VN","2010-05-22 22:10:25","QQTDSH54P63L303M","Ignis","Premium"
"NB979IA","2010-05-22 22:10:25","TPLFHK94L23C596M","Ignis","Premium"
"HD002EI","2010-05-22 22:10:25","FKWFNF92R22B522E","Ignis","Premium"
"PY127VW","2010-05-22 22:10:25","QTPVZC86D08E615C","Ignis","Premium"
"DR553CO","2010-05-22 22:10:25","HCYBGQ39M54F035P","Ignis","Premium"
"KR145UY","2010-05-22 22:10:25","BNFTNW47C31L775D","Ignis","Premium"
"BX281GA","2010-05-22 22:10:25","QQTDSH54P63L303M","Ignis","Premium"
"ZR438HE","2010-05-22 22:10:25","KBWCYS71M09B985N","Ignis","Premium"
"OT822ZM","2010-05-22 22:10:25","ZBRPQL35S52F939S","Ignis","Premium"
"WX087QR","2010-05-22 22:10:25","PPJTKR52S49G297K","Ignis","Premium"
"XM156EH","2010-05-22 22:10:25","FKWFNF92R22B522E","Ignis","Premium"
"HJ491BR","2010-05-22 22:10:25","DKHTMG49H24I896S","Ignis","Premium"
"QQ293MJ","2010-05-22 22:10:25","QQTDSH54P63L303M","Ignis","Premium"
"XJ347YP","2010-05-22 22:10:25","HCYBGQ39M54F035P","Ignis","Premium"
"XG909QD","2010-05-22 22:10:25","VGVSZB98T64D915I","Ignis","Premium"
"LG604GY","2010-05-22 22:10:25","DHAMJU58C68H445W","Ignis","Premium"
"ST600ZB","2010-05-22 22:10:25","KXFVCR98S55D168M","Ignis","Premium"
"QY052RG","2010-05-22 22:10:25","FKWFNF92R22B522E","Ignis","Premium"
"KI150TF","2010-05-22 22:10:25","KXFVCR98S55D168M","Ignis","Premium"
"RP920VA","2010-05-22 22:10:25","QQTDSH54P63L303M","Ignis","Premium"
"GO252BP","2010-05-22 22:10:25","FKWFNF92R22B522E","Ignis","Premium"
"XM772MX","2010-05-22 22:10:25","VGVSZB98T64D915I","Ignis","Premium"
"LQ422TW","2010-05-22 22:10:25","ZBRPQL35S52F939S","Ignis","Premium"
"VX188EV","2010-05-22 22:10:25","DHAMJU58C68H445W","Ignis","Premium"
"JY642XP","2010-05-22 22:10:25","YRLSBX54D65Z345W","Ignis","Premium"
"JB116FG","2010-05-22 22:10:25","BMPZVG79R45L487W","Ignis","Premium"
"VJ597TN","2010-05-22 22:10:25","KXFVCR98S55D168M","Ignis","Premium"
"OR373LX","2010-05-22 22:10:25","RZRKLC70H07L772S","Ignis","Premium"
"HG163SG","2010-05-22 22:10:25","PDHHXR28T43A184X","Ignis","Premium"
"NH027EH","2010-05-22 22:10:25","NZVDZQ91M61M211F","Ignis","Premium"
"MT478WF","2010-05-22 22:10:25","LLMSDV82R03B591I","Ignis","Premium"
"TX901KO","2010-05-22 22:10:25","QQTDSH54P63L303M","Ignis","Premium"
"PW393KZ","2010-05-22 22:10:25","ZBRPQL35S52F939S","Ignis","Premium"
"YH879QB","2010-05-22 22:10:25","QQTDSH54P63L303M","Ignis","Premium"
"RC294UL","2010-05-22 22:10:25","YRLSBX54D65Z345W","Ignis","Premium"
"WY681CJ","2010-05-22 22:10:25","KXFVCR98S55D168M","Ignis","Premium"
"WO760MF","2010-05-22 22:10:25","RLBRBL54C59I690Y","Ignis","Premium"
"QG257VX","2010-05-22 22:10:25","BTQLHB34R61A975Q","Ignis","Premium"
"PT962PT","2010-05-22 22:10:25","GZMVGD91H61E684W","Ignis","Premium"
"EN613TA","2010-05-22 22:10:25","LKDGXK54D05M153T","Ignis","Premium"
"HZ249VV","2010-05-22 22:10:25","BMPZVG79R45L487W","Ignis","Premium"
"TS470YC","2010-05-22 22:10:25","RZRKLC70H07L772S","Ignis","Premium"
"HX918RM","2010-05-22 22:10:25","PPJTKR52S49G297K","Ignis","Premium"
"KZ484BP","2010-05-22 22:10:25","PDHHXR28T43A184X","Ignis","Premium"
"XA479IY","2010-05-22 22:10:25","ZBRPQL35S52F939S","Ignis","Premium"
"SO020FW","2010-05-22 22:10:25","DTBFGB99B22A760E","Ignis","Premium"
"DJ317DW","2010-05-22 22:10:25","VFKNDG91H65C623X","Ignis","Premium"
"MA932ST","2010-05-22 22:10:25","PFXYBC33H43F924E","Ignis","Premium"
"IY184FJ","2010-05-22 22:10:25","YRLSBX54D65Z345W","Ignis","Premium"
"RQ262SZ","2010-05-22 22:10:25","NZVDZQ91M61M211F","Ignis","Premium"
"FO185DK","2010-05-22 22:10:25","PFXYBC33H43F924E","Ignis","Premium"
"HU265AW","2010-05-22 22:10:25","DHAMJU58C68H445W","Ignis","Premium"
"GR756UZ","2010-05-22 22:10:25","RRNHCT55M24F944G","Ignis","Premium"
"RF817PO","2010-05-22 22:10:25","VGVSZB98T64D915I","Ignis","Premium"
"NG808RO","2010-05-22 22:10:25","MRRFPM58E29C803O","Ignis","Premium"
"MW874OV","2010-05-22 22:10:25","PFXYBC33H43F924E","Ignis","Premium"
"QC508PM","2010-05-22 22:10:25","BTQLHB34R61A975Q","Ignis","Premium"
"PI448HN","2010-05-22 22:10:25","QMTQMJ72S61M204I","Ignis","Premium"
"WH644RC","2010-05-22 22:10:25","GZMVGD91H61E684W","Ignis","Premium"
"SX278NJ","2010-05-22 22:10:25","HNZVVF28C65G028Y","Ignis","Premium"
"TF388OW","2010-05-22 22:10:25","SBCGZR53B08A320F","Ignis","Premium"
"LB806KK","2010-05-22 22:10:25","PFXYBC33H43F924E","Ignis","Premium"
"UF903OU","2010-05-22 22:10:25","PDHHXR28T43A184X","Ignis","Premium"
"KQ367DX","2010-05-22 22:10:25","TPLFHK94L23C596M","Ignis","Premium"
"JD107ZJ","2010-05-22 22:10:25","GZMVGD91H61E684W","Ignis","Premium"
"SI497PQ","2010-05-22 22:10:25","QTPVZC86D08E615C","Ignis","Premium"
"JW690JA","2010-05-22 22:10:25","MRRFPM58E29C803O","Ignis","Premium"
"MT155XL","2010-05-22 22:10:25","PDHHXR28T43A184X","Ignis","Premium"
"FX644FP","2010-05-22 22:10:25","QQTDSH54P63L303M","Ignis","Premium"
"ID913DW","2010-05-22 22:10:25","BTQLHB34R61A975Q","Ignis","Premium"
"WO480OX","2010-05-22 22:10:25","HCYBGQ39M54F035P","Ignis","Premium"
"ST083XM","2010-05-22 22:10:25","HNZVVF28C65G028Y","Ignis","Premium"
"WR426NU","2010-05-22 22:10:25","FQBLTT43T45L271J","Ignis","Premium"
"LJ531HO","2010-05-22 22:10:25","KXFVCR98S55D168M","Ignis","Premium"
"EN095JX","2010-05-22 22:10:25","ZVFRXE51C68I030E","Ignis","Premium"
"EH945QA","2010-05-22 22:10:25","RRNHCT55M24F944G","Ignis","Premium"
"UT317UQ","2010-05-22 22:10:25","XTDKVG59D28F605E","Ignis","Premium"
"CI004LK","2010-05-22 22:10:25","PDHHXR28T43A184X","Ignis","Premium"
"QD716RH","2010-05-22 22:10:25","QQTDSH54P63L303M","Ignis","Premium"
"UY505FO","2010-05-22 22:10:25","HSLMDN80P51B235Q","Ignis","Premium"
"PM956GW","2010-05-22 22:10:25","DHAMJU58C68H445W","Ignis","Premium"
"SZ487LM","2010-05-22 22:10:25","TPLFHK94L23C596M","Ignis","Premium"
"LA365OE","2010-05-22 22:10:25","XTDKVG59D28F605E","Ignis","Premium"
"EZ395WT","2010-05-22 22:10:25","VGVSZB98T64D915I","Ignis","Premium"
"UY316ZW","2010-05-22 22:10:25","DHAMJU58C68H445W","Ignis","Premium"
"MN110JI","2010-05-22 22:10:25","LLMSDV82R03B591I","Ignis","Premium"
"XG864IH","2010-05-22 22:10:25","DTBFGB99B22A760E","Ignis","Premium"
"OP286DY","2010-05-22 22:10:25","HSLMDN80P51B235Q","Ignis","Premium"
"PD342JE","2010-05-22 22:10:25","BMPZVG79R45L487W","Ignis","Premium"
"ER335VB","2010-05-22 22:10:25","ZBRPQL35S52F939S","Ignis","Premium"
"OA363WJ","2010-05-22 22:10:25","HSLMDN80P51B235Q","Ignis","Premium"
"FU413BY","2010-05-22 22:10:25","QQTDSH54P63L303M","Ignis","Premium"
"ZD219BM","2010-05-22 22:10:25","FKWFNF92R22B522E","Ignis","Premium"
"LM966LH","2010-05-22 22:10:25","BNFTNW47C31L775D","Ignis","Premium"
"WC237XO","2010-05-22 22:10:25","LKDGXK54D05M153T","Ignis","Premium"
"YJ482BN","2010-05-22 22:10:25","NZVDZQ91M61M211F","Ignis","Premium"
"MR494EY","2010-05-22 22:10:25","GZMVGD91H61E684W","Ignis","Premium"
"OO102AG","2010-05-22 22:10:25","ZBRPQL35S52F939S","Ignis","Premium"
"MK565WU","2010-05-22 22:10:25","BMPZVG79R45L487W","Ignis","Premium"
"ER164HA","2010-05-22 22:10:25","FQBLTT43T45L271J","Ignis","Premium"
"PU573JQ","2010-05-22 22:10:25","BNFTNW47C31L775D","Ignis","Premium"
"FC704SV","2010-05-22 22:10:25","GZMVGD91H61E684W","Duster","Business"
"DG344JE","2010-05-22 22:10:25","QQTDSH54P63L303M","Duster","Business"
"CZ345NT","2010-05-22 22:10:25","FKWFNF92R22B522E","Duster","Business"
"FJ175UN","2010-05-22 22:10:25","ZBRPQL35S52F939S","Duster","Business"
"PH800WE","2010-05-22 22:10:25","KXFVCR98S55D168M","Duster","Business"
"CK776NX","2010-05-22 22:10:25","GYCJCG74P43E317Y","Duster","Business"
"UJ116QF","2010-05-22 22:10:25","RZRKLC70H07L772S","Duster","Business"
"IX400YE","2010-05-22 22:10:25","BNFTNW47C31L775D","Duster","Business"
"XW813EP","2010-05-22 22:10:25","RRNHCT55M24F944G","Duster","Business"
"PE656HY","2010-05-22 22:10:25","QMTQMJ72S61M204I","Duster","Business"
"CI639HU","2010-05-22 22:10:25","HSLMDN80P51B235Q","Duster","Business"
"SH349CJ","2010-05-22 22:10:25","KBWCYS71M09B985N","Duster","Business"
"WV110EQ","2010-05-22 22:10:25","ZVFRXE51C68I030E","Duster","Business"
"DP639TR","2010-05-22 22:10:25","QAUDCO74E20B457F","Duster","Business"
"YR909YV","2010-05-22 22:10:25","GZMVGD91H61E684W","Duster","Business"
"BW793MW","2010-05-22 22:10:25","LLMSDV82R03B591I","Duster","Business"
"BC873HI","2010-05-22 22:10:25","FKWFNF92R22B522E","Duster","Business"
"LX137LE","2010-05-22 22:10:25","HNZVVF28C65G028Y","Duster","Business"
"HG744DW","2010-05-22 22:10:25","SBCGZR53B08A320F","Duster","Business"
"EZ632GL","2010-05-22 22:10:25","RRNHCT55M24F944G","Duster","Business"
"BI648MM","2010-05-22 22:10:25","PDHHXR28T43A184X","Duster","Business"
"OR292DJ","2010-05-22 22:10:25","ZBRPQL35S52F939S","Duster","Business"
"YW184PN","2010-05-22 22:10:25","PPJTKR52S49G297K","Duster","Business"
"OV297DF","2010-05-22 22:10:25","GZMVGD91H61E684W","Duster","Business"
"NN817AB","2010-05-22 22:10:25","DTBFGB99B22A760E","Duster","Business"
"QT991VE","2010-05-22 22:10:25","QAUDCO74E20B457F","Duster","Business"
"HX483DI","2010-05-22 22:10:25","DKHTMG49H24I896S","Duster","Business"
"ZK475IX","2010-05-22 22:10:25","ZBRPQL35S52F939S","Duster","Business"
"SI402XL","2010-05-22 22:10:25","BNFTNW47C31L775D","Duster","Business"
"XO916CP","2010-05-22 22:10:25","TPLFHK94L23C596M","Duster","Business"
"JM900IV","2010-05-22 22:10:25","ZVFRXE51C68I030E","Duster","Business"
"AQ761EW","2010-05-22 22:10:25","NVNJPT84E20G913G","Duster","Business"
"FD657SI","2010-05-22 22:10:25","MRRFPM58E29C803O","Duster","Business"
"UN050ZT","2010-05-22 22:10:25","TPLFHK94L23C596M","Duster","Business"
"ZI146JY","2010-05-22 22:10:25","DHAMJU58C68H445W","Duster","Business"
"NH349TJ","2010-05-22 22:10:25","SBCGZR53B08A320F","Duster","Business"
"UC067HF","2010-05-22 22:10:25","QAUDCO74E20B457F","Duster","Business"
"OU159YW","2010-05-22 22:10:25","HCYBGQ39M54F035P","Duster","Business"
"ZU199IW","2010-05-22 22:10:25","DKHTMG49H24I896S","Duster","Business"
"BW030AQ","2010-05-22 22:10:25","NZVDZQ91M61M211F","Duster","Business"
"ER143AW","2010-05-22 22:10:25","DHAMJU58C68H445W","Duster","Business"
"HU086UH","2010-05-22 22:10:25","TPLFHK94L23C596M","Duster","Business"
"UZ461JD","2010-05-22 22:10:25","KXFVCR98S55D168M","Duster","Business"
"PI103DJ","2010-05-22 22:10:25","ZVFRXE51C68I030E","Duster","Business"
"NS681CK","2010-05-22 22:10:25","KBWCYS71M09B985N","Duster","Business"
"TQ917ME","2010-05-22 22:10:25","RZRKLC70H07L772S","Duster","Business"
"LZ542JS","2010-05-22 22:10:25","NVNJPT84E20G913G","Duster","Business"
"XT562EV","2010-05-22 22:10:25","QMTQMJ72S61M204I","Duster","Business"
"IN271JC","2010-05-22 22:10:25","QAUDCO74E20B457F","Duster","Business"
"QV431GN","2010-05-22 22:10:25","BTQLHB34R61A975Q","Duster","Business"
"KT704NJ","2010-05-22 22:10:25","FKWFNF92R22B522E","Duster","Business"
"TC726SJ","2010-05-22 22:10:25","PDHHXR28T43A184X","Duster","Business"
"ZK321WQ","2010-05-22 22:10:25","DTBFGB99B22A760E","Duster","Business"
"WF569QQ","2010-05-22 22:10:25","RLBRBL54C59I690Y","Duster","Business"
"ZA130JM","2010-05-22 22:10:25","GZMVGD91H61E684W","Duster","Business"
"TN627RP","2010-05-22 22:10:25","KXFVCR98S55D168M","Duster","Business"
"GJ215ML","2010-05-22 22:10:25","GYCJCG74P43E317Y","Duster","Business"
"MQ630PG","2010-05-22 22:10:25","QTPVZC86D08E615C","Duster","Business"
"PK484LR","2010-05-22 22:10:25","YRLSBX54D65Z345W","Duster","Business"
"MF749JF","2010-05-22 22:10:25","BMPZVG79R45L487W","Duster","Business"
"UW967WZ","2010-05-22 22:10:25","SBCGZR53B08A320F","Duster","Business"
"FK023VH","2010-05-22 22:10:25","GYCJCG74P43E317Y","Duster","Business"
"BR297BE","2010-05-22 22:10:25","DKHTMG49H24I896S","Duster","Business"
"KH474WR","2010-05-22 22:10:25","QAUDCO74E20B457F","Duster","Business"
"OM001BP","2010-05-22 22:10:25","FKWFNF92R22B522E","Duster","Business"
"DY150VK","2010-05-22 22:10:25","KBWCYS71M09B985N","Duster","Business"
"VS893PO","2010-05-22 22:10:25","GZMVGD91H61E684W","Duster","Business"
"SK779SM","2010-05-22 22:10:25","FKWFNF92R22B522E","Duster","Business"
"UZ132HN","2010-05-22 22:10:25","MRRFPM58E29C803O","Duster","Business"
"MZ870NO","2010-05-22 22:10:25","PFXYBC33H43F924E","Duster","Business"
"TF242WT","2010-05-22 22:10:25","QAUDCO74E20B457F","Duster","Business"
"NG428VM","2010-05-22 22:10:25","BMPZVG79R45L487W","Duster","Business"
"HO669OJ","2010-05-22 22:10:25","QTPVZC86D08E615C","Duster","Business"
"UC969UL","2010-05-22 22:10:25","DTBFGB99B22A760E","Duster","Business"
"JR570IN","2010-05-22 22:10:25","XTDKVG59D28F605E","Duster","Business"
"FB600RF","2010-05-22 22:10:25","HSLMDN80P51B235Q","Duster","Business"
"GH318FG","2010-05-22 22:10:25","TPLFHK94L23C596M","Duster","Business"
"VT531TX","2010-05-22 22:10:25","VGVSZB98T64D915I","Duster","Business"
"ON305QB","2010-05-22 22:10:25","BTQLHB34R61A975Q","Duster","Business"
"GW663EH","2010-05-22 22:10:25","FGPKTM32L25F250Y","Duster","Business"
"EV541HC","2010-05-22 22:10:25","DTBFGB99B22A760E","Duster","Business"
"ES853CQ","2010-05-22 22:10:25","VGVSZB98T64D915I","Duster","Business"
"HU107OG","2010-05-22 22:10:25","BNFTNW47C31L775D","Duster","Business"
"HH413BM","2010-05-22 22:10:25","MRRFPM58E29C803O","Duster","Business"
"IJ008ZU","2010-05-22 22:10:25","MRRFPM58E29C803O","Duster","Business"
"PO833MJ","2010-05-22 22:10:25","QTPVZC86D08E615C","Duster","Business"
"NL382GU","2010-05-22 22:10:25","GZMVGD91H61E684W","Duster","Business"
"IQ891GQ","2010-05-22 22:10:25","FQBLTT43T45L271J","Duster","Business"
"SL341MW","2010-05-22 22:10:25","PPJTKR52S49G297K","Duster","Business"
"IV019PK","2010-05-22 22:10:25","QAUDCO74E20B457F","Duster","Business"
"SZ625WQ","2010-05-22 22:10:25","HNZVVF28C65G028Y","Duster","Business"
"QW246IR","2010-05-22 22:10:25","FKWFNF92R22B522E","Duster","Business"
"BP837RL","2010-05-22 22:10:25","BNFTNW47C31L775D","Duster","Business"
"IS884WN","2010-05-22 22:10:25","RLBRBL54C59I690Y","Duster","Business"
"KO496ZR","2010-05-22 22:10:25","PPJTKR52S49G297K","Duster","Business"
"DG097DT","2010-05-22 22:10:25","FKWFNF92R22B522E","Duster","Business"
"EQ064RU","2010-05-22 22:10:25","BTQLHB34R61A975Q","Duster","Business"
"ZP544NH","2010-05-22 22:10:25","LLMSDV82R03B591I","Duster","Business"
"DO470LJ","2010-05-22 22:10:25","NVNJPT84E20G913G","Duster","Business"
"JH285MR","2010-05-22 22:10:25","DKHTMG49H24I896S","Duster","Business"
"HQ031KC","2010-05-22 22:10:25","DKHTMG49H24I896S","Duster","Business"
"XS312JT","2010-05-22 22:10:25","HSLMDN80P51B235Q","Duster","Business"
"QE539XT","2010-05-22 22:10:25","LLYYHJ28P49B157X","Duster","Business"
"KN724CP","2010-05-22 22:10:25","QMTQMJ72S61M204I","Duster","Business"
"HV915KL","2010-05-22 22:10:25","HSLMDN80P51B235Q","Duster","Business"
"TG654RL","2010-05-22 22:10:25","GZMVGD91H61E684W","Duster","Business"
"SO586GT","2010-05-22 22:10:25","DHAMJU58C68H445W","Duster","Business"
"DW526FQ","2010-05-22 22:10:25","XTDKVG59D28F605E","Duster","Business"
"NI896XW","2010-05-22 22:10:25","QTPVZC86D08E615C","Duster","Business"
"OX573QL","2010-05-22 22:10:25","FGPKTM32L25F250Y","Duster","Business"
"PC443NY","2010-05-22 22:10:25","GZMVGD91H61E684W","Duster","Business"
"RX164JH","2010-05-22 22:10:25","DTBFGB99B22A760E","Duster","Business"
"AC316TO","2010-05-22 22:10:25","QAUDCO74E20B457F","Duster","Business"
"XG468AS","2010-05-22 22:10:25","NVNJPT84E20G913G","Duster","Business"
"VS091RL","2010-05-22 22:10:25","SBCGZR53B08A320F","Duster","Business"
"RA342LA","2010-05-22 22:10:25","LLYYHJ28P49B157X","Duster","Business"
"AI424NM","2010-05-22 22:10:25","HSLMDN80P51B235Q","Duster","Business"
"CK314PS","2010-05-22 22:10:25","SBCGZR53B08A320F","Duster","Business"
"WO421YL","2010-05-22 22:10:25","MRRFPM58E29C803O","Duster","Business"
"LY522PN","2010-05-22 22:10:25","ZBRPQL35S52F939S","Duster","Business"
"DH980AP","2010-05-22 22:10:25","NZVDZQ91M61M211F","Duster","Business"
"QN398LU","2010-05-22 22:10:25","NZVDZQ91M61M211F","Duster","Business"
"UL712LP","2010-05-22 22:10:25","GZMVGD91H61E684W","Duster","Business"
"BK826OL","2010-05-22 22:10:25","RZRKLC70H07L772S","Duster","Business"
"TX001GK","2010-05-22 22:10:25","HNZVVF28C65G028Y","Duster","Business"
"EK702SL","2010-05-22 22:10:25","RZRKLC70H07L772S","Ecosport","Sport"
"BB338YI","2010-05-22 22:10:25","SBCGZR53B08A320F","Ecosport","Sport"
"FK854ZQ","2010-05-22 22:10:25","FGPKTM32L25F250Y","Ecosport","Sport"
"XY720YN","2010-05-22 22:10:25","VGVSZB98T64D915I","Ecosport","Sport"
"AV698YT","2010-05-22 22:10:25","KXFVCR98S55D168M","Ecosport","Sport"
"XI482KI","2010-05-22 22:10:25","GYCJCG74P43E317Y","Ecosport","Sport"
"WM386IW","2010-05-22 22:10:25","SBCGZR53B08A320F","Ecosport","Sport"
"SC809SX","2010-05-22 22:10:25","SBCGZR53B08A320F","Ecosport","Sport"
"NW070GE","2010-05-22 22:10:25","FQBLTT43T45L271J","Ecosport","Sport"
"YW225CC","2010-05-22 22:10:25","MRRFPM58E29C803O","Ecosport","Sport"
"HT054HV","2010-05-22 22:10:25","XTDKVG59D28F605E","Ecosport","Sport"
"SP424NV","2010-05-22 22:10:25","PDHHXR28T43A184X","Ecosport","Sport"
"YN225RJ","2010-05-22 22:10:25","HCYBGQ39M54F035P","Ecosport","Sport"
"NZ171YX","2010-05-22 22:10:25","VGVSZB98T64D915I","Ecosport","Sport"
"WK808OC","2010-05-22 22:10:25","LKDGXK54D05M153T","Ecosport","Sport"
"WV475CU","2010-05-22 22:10:25","LKDGXK54D05M153T","Ecosport","Sport"
"ET464HC","2010-05-22 22:10:25","SBCGZR53B08A320F","Ecosport","Sport"
"MW368JK","2010-05-22 22:10:25","LLMSDV82R03B591I","Ecosport","Sport"
"US251IB","2010-05-22 22:10:25","BNFTNW47C31L775D","Ecosport","Sport"
"YG404ZV","2010-05-22 22:10:25","YRLSBX54D65Z345W","Ecosport","Sport"
"VL606AE","2010-05-22 22:10:25","PPJTKR52S49G297K","Ecosport","Sport"
"ZP594VW","2010-05-22 22:10:25","HCYBGQ39M54F035P","Ecosport","Sport"
"AL905YP","2010-05-22 22:10:25","TPLFHK94L23C596M","Ecosport","Sport"
"RN394DU","2010-05-22 22:10:25","ZVFRXE51C68I030E","Ecosport","Sport"
"GO175HA","2010-05-22 22:10:25","QQTDSH54P63L303M","Ecosport","Sport"
"FX490RX","2010-05-22 22:10:25","VFKNDG91H65C623X","Ecosport","Sport"
"GR332NB","2010-05-22 22:10:25","RLBRBL54C59I690Y","Ecosport","Sport"
"WL382TJ","2010-05-22 22:10:25","HCYBGQ39M54F035P","Ecosport","Sport"
"FR575NN","2010-05-22 22:10:25","PDHHXR28T43A184X","Ecosport","Sport"
"HX611OG","2010-05-22 22:10:25","GZMVGD91H61E684W","Ecosport","Sport"
"TI684PO","2010-05-22 22:10:25","NZVDZQ91M61M211F","Ecosport","Sport"
"XD523ME","2010-05-22 22:10:25","PPJTKR52S49G297K","Ecosport","Sport"
"SZ866GS","2010-05-22 22:10:25","DTBFGB99B22A760E","Ecosport","Sport"
"FO565HN","2010-05-22 22:10:25","PPJTKR52S49G297K","Ecosport","Sport"
"QM303CU","2010-05-22 22:10:25","BTQLHB34R61A975Q","Ecosport","Sport"
"PK236AM","2010-05-22 22:10:25","KXFVCR98S55D168M","Ecosport","Sport"
"AS685BB","2010-05-22 22:10:25","LKDGXK54D05M153T","Ecosport","Sport"
"WI552EA","2010-05-22 22:10:25","FQBLTT43T45L271J","Ecosport","Sport"
"DD023LY","2010-05-22 22:10:25","TPLFHK94L23C596M","Ecosport","Sport"
"EO613SM","2010-05-22 22:10:25","DHAMJU58C68H445W","Ecosport","Sport"
"RA169YS","2010-05-22 22:10:25","LLMSDV82R03B591I","Ecosport","Sport"
"YR082PL","2010-05-22 22:10:25","BTQLHB34R61A975Q","Ecosport","Sport"
"ZY526QA","2010-05-22 22:10:25","HCYBGQ39M54F035P","Ecosport","Sport"
"RW976BF","2010-05-22 22:10:25","FQBLTT43T45L271J","Ecosport","Sport"
"YD909IZ","2010-05-22 22:10:25","VGVSZB98T64D915I","Ecosport","Sport"
"OP764PZ","2010-05-22 22:10:25","HSLMDN80P51B235Q","Ecosport","Sport"
"EI557YB","2010-05-22 22:10:25","FKWFNF92R22B522E","Ecosport","Sport"
"BA489IQ","2010-05-22 22:10:25","KBWCYS71M09B985N","Ecosport","Sport"
"XW499YN","2010-05-22 22:10:25","GZMVGD91H61E684W","Ecosport","Sport"
"KU765KG","2010-05-22 22:10:25","DKHTMG49H24I896S","Ecosport","Sport"
"TX266NB","2010-05-22 22:10:25","RZRKLC70H07L772S","Ecosport","Sport"
"RB186MZ","2010-05-22 22:10:25","GYCJCG74P43E317Y","Ecosport","Sport"
"DJ256EP","2010-05-22 22:10:25","ZBRPQL35S52F939S","Ecosport","Sport"
"RY985JX","2010-05-22 22:10:25","RLBRBL54C59I690Y","Ecosport","Sport"
"BU628XR","2010-05-22 22:10:25","VGVSZB98T64D915I","Ecosport","Sport"
"MG589OP","2010-05-22 22:10:25","RLBRBL54C59I690Y","Ecosport","Sport"
"RR354HZ","2010-05-22 22:10:25","HNZVVF28C65G028Y","Ecosport","Sport"
"BS685MM","2010-05-22 22:10:25","QAUDCO74E20B457F","Ecosport","Sport"
"BP893QR","2010-05-22 22:10:25","QTPVZC86D08E615C","Ecosport","Sport"
"IL407WC","2010-05-22 22:10:25","FQBLTT43T45L271J","Ecosport","Sport"
"SM818MM","2010-05-22 22:10:25","FKWFNF92R22B522E","Ecosport","Sport"
"IP157GW","2010-05-22 22:10:25","KBWCYS71M09B985N","Ecosport","Sport"
"QI366NQ","2010-05-22 22:10:25","BNFTNW47C31L775D","Ecosport","Sport"
"UB704IF","2010-05-22 22:10:25","QTPVZC86D08E615C","Ecosport","Sport"
